SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
00-0000	Flexibility, balance, and coordination	27.064004293		All occ	28211.715482	2	All occupations	2	0
00-0000	Flexibility, balance, and coordination	12.466546898		All occ	29278.120596	3	All occupations	2	0
00-0000	Flexibility, balance, and coordination	38.468837081		All occ	44652.392326	0	All occupations	3	0
00-0000	Flexibility, balance, and coordination	28.476987262		All occ	44754.69479	1	All occupations	3	0
00-0000	Flexibility, balance, and coordination	18.363533774		All occ	37285.441875	2	All occupations	3	0
00-0000	Flexibility, balance, and coordination	3.4773901227		All occ	41673.228237	3	All occupations	3	0
00-0000	Flexibility, balance, and coordination	23.448292153		All occ	57708.917093	0	All occupations	4	0
00-0000	Flexibility, balance, and coordination	8.6414818639		All occ	74620.05788	1	All occupations	4	0
00-0000	Flexibility, balance, and coordination	1.1782449813		All occ	71422.468277	2	All occupations	4	0
00-0000	Flexibility, balance, and coordination	0		All occ	73610.542697	3	All occupations	4	0
00-0000	Flexibility, balance, and coordination	20.393826801		All occ	85238.014561	0	All occupations	5	0
00-0000	Flexibility, balance, and coordination	7.3317994979		All occ	76183.903926	1	All occupations	5	0
00-0000	Flexibility, balance, and coordination	0		All occ	97889.759036	2	All occupations	5	0
00-0000	Idea generation and reasoning	46.85062033		All occ	24771.719589	0	All occupations	1	0
00-0000	Idea generation and reasoning	44.858665627		All occ	19842.271983	1	All occupations	1	0
00-0000	Idea generation and reasoning	41.096989484		All occ	20017.950728	2	All occupations	1	0
00-0000	Idea generation and reasoning	37.919994428		All occ	20115.22134	3	All occupations	1	0
00-0000	Idea generation and reasoning	52.097251921		All occ	30693.563711	0	All occupations	2	0
00-0000	Idea generation and reasoning	48.025245653		All occ	31587.770191	1	All occupations	2	0
00-0000	Idea generation and reasoning	45.699209163		All occ	28650.280344	2	All occupations	2	0
00-0000	Idea generation and reasoning	41.35605102		All occ	26438.473096	3	All occupations	2	0
00-0000	Idea generation and reasoning	58.593875064		All occ	51907.78533	0	All occupations	3	0
00-0000	Idea generation and reasoning	55.303506856		All occ	47215.593875	1	All occupations	3	0
00-0000	Idea generation and reasoning	52.841384751		All occ	40181.925478	2	All occupations	3	0
00-0000	Idea generation and reasoning	49.172487592		All occ	35051.054631	3	All occupations	3	0
00-0000	Idea generation and reasoning	64.407998396		All occ	79020.576847	0	All occupations	4	0
00-0000	Idea generation and reasoning	62.022129777		All occ	73392.844754	1	All occupations	4	0
00-0000	Idea generation and reasoning	58.766944316		All occ	74595.242232	2	All occupations	4	0
00-0000	Idea generation and reasoning	54.585069483		All occ	51702.470149	3	All occupations	4	0
00-0000	Idea generation and reasoning	66.802844477		All occ	106482.15002	0	All occupations	5	0
00-0000	Idea generation and reasoning	63.737055973		All occ	91772.408553	1	All occupations	5	0
00-0000	Idea generation and reasoning	61.861379402		All occ	80205.374618	2	All occupations	5	0
00-0000	Idea generation and reasoning	57.31046986		All occ	62866.91536	3	All occupations	5	0
00-0000	Perceptual, spatial, and attentiveness	46.730795897		All occ	28672.155217	0	All occupations	1	0
00-0000	Perceptual, spatial, and attentiveness	38.793611047		All occ	22974.573043	1	All occupations	1	0
00-0000	Perceptual, spatial, and attentiveness	34.567538915		All occ	19482.806454	2	All occupations	1	0
00-0000	Perceptual, spatial, and attentiveness	29.897011528		All occ	20166.144251	3	All occupations	1	0
00-0000	Perceptual, spatial, and attentiveness	47.827518461		All occ	38373.96014	0	All occupations	2	0
00-0000	Perceptual, spatial, and attentiveness	44.181408509		All occ	33776.238848	1	All occupations	2	0
00-0000	Perceptual, spatial, and attentiveness	40.012986467		All occ	29254.847146	2	All occupations	2	0
00-0000	Perceptual, spatial, and attentiveness	33.663205421		All occ	25321.076268	3	All occupations	2	0
00-0000	Perceptual, spatial, and attentiveness	50.60690515		All occ	50203.948822	0	All occupations	3	0
00-0000	Perceptual, spatial, and attentiveness	46.26803637		All occ	47494.643892	1	All occupations	3	0
00-0000	Perceptual, spatial, and attentiveness	41.359013768		All occ	40207.299458	2	All occupations	3	0
00-0000	Perceptual, spatial, and attentiveness	35.394149403		All occ	38232.381515	3	All occupations	3	0
00-0000	Perceptual, spatial, and attentiveness	46.898528097		All occ	71206.61888	0	All occupations	4	0
00-0000	Perceptual, spatial, and attentiveness	43.139169435		All occ	75821.024218	1	All occupations	4	0
00-0000	Perceptual, spatial, and attentiveness	40.706203663		All occ	72814.863299	2	All occupations	4	0
00-0000	Perceptual, spatial, and attentiveness	36.511821144		All occ	64352.708285	3	All occupations	4	0
00-0000	Perceptual, spatial, and attentiveness	46.054110288		All occ	109222.67184	0	All occupations	5	0
00-0000	Perceptual, spatial, and attentiveness	42.181585849		All occ	90255.122819	1	All occupations	5	0
00-0000	Perceptual, spatial, and attentiveness	38.995764837		All occ	87005.148436	2	All occupations	5	0
00-0000	Perceptual, spatial, and attentiveness	32.757041652		All occ	62087.103747	3	All occupations	5	0
00-0000	Physical strength and endurance	46.466411131		All occ	25411.553862	0	All occupations	1	0
00-0000	Physical strength and endurance	37.951693831		All occ	19635.505586	1	All occupations	1	0
00-0000	Physical strength and endurance	32.542196625		All occ	20540.023273	2	All occupations	1	0
00-0000	Physical strength and endurance	27.735015457		All occ	19674.429968	3	All occupations	1	0
00-0000	Physical strength and endurance	45.348464061		All occ	31066.321501	0	All occupations	2	0
00-0000	Physical strength and endurance	38.154138038		All occ	26481.317643	1	All occupations	2	0
00-0000	Physical strength and endurance	31.574041628		All occ	27008.425082	2	All occupations	2	0
00-0000	Physical strength and endurance	15.50127435		All occ	32983.805254	3	All occupations	2	0
00-0000	Physical strength and endurance	43.246374399		All occ	44717.491437	0	All occupations	3	0
00-0000	Physical strength and endurance	32.609085726		All occ	42801.990252	1	All occupations	3	0
00-0000	Physical strength and endurance	24.694898142		All occ	40003.515671	2	All occupations	3	0
00-0000	Physical strength and endurance	6.4874966848		All occ	41575.736014	3	All occupations	3	0
00-0000	Physical strength and endurance	30.121048177		All occ	68185.70729	0	All occupations	4	0
00-0000	Physical strength and endurance	11.504403344		All occ	65231.13594	1	All occupations	4	0
00-0000	Physical strength and endurance	3.4647905669		All occ	78039.671838	2	All occupations	4	0
00-0000	Physical strength and endurance	1.3395521364		All occ	75650.582506	3	All occupations	4	0
00-0000	Physical strength and endurance	27.224191484		All occ	81428.33051	0	All occupations	5	0
00-0000	Physical strength and endurance	11.13404751		All occ	80058.433766	1	All occupations	5	0
00-0000	Physical strength and endurance	5.3543376008		All occ	80298.948313	2	All occupations	5	0
00-0000	Physical strength and endurance	1.6057357606		All occ	109490.45648	3	All occupations	5	0
00-0000	Quantitative and memory	39.533026675		All occ	19712.96377	0	All occupations	1	0
00-0000	Quantitative and memory	32.718141089		All occ	20156.960152	1	All occupations	1	0
00-0000	Quantitative and memory	26.705975149		All occ	20040.263932	2	All occupations	1	0
00-0000	Quantitative and memory	20.646855072		All occ	24393.280888	3	All occupations	1	0
00-0000	Quantitative and memory	43.208282683		All occ	30627.982352	0	All occupations	2	0
00-0000	Quantitative and memory	35.841640591		All occ	30781.940237	1	All occupations	2	0
00-0000	Quantitative and memory	31.954140148		All occ	27890.364824	2	All occupations	2	0
00-0000	Quantitative and memory	23.362225695		All occ	27335.327486	3	All occupations	2	0
00-0000	Quantitative and memory	49.970390128		All occ	48224.174978	0	All occupations	3	0
00-0000	Quantitative and memory	42.976306086		All occ	43931.422023	1	All occupations	3	0
00-0000	Quantitative and memory	37.869415516		All occ	42238.67975	2	All occupations	3	0
00-0000	Quantitative and memory	33.037049657		All occ	35935.111896	3	All occupations	3	0
00-0000	Quantitative and memory	57.229810315		All occ	77661.336429	0	All occupations	4	0
00-0000	Quantitative and memory	50.750617773		All occ	75948.620671	1	All occupations	4	0
00-0000	Quantitative and memory	46.56246716		All occ	73899.236114	2	All occupations	4	0
00-0000	Quantitative and memory	38.480621991		All occ	49797.359213	3	All occupations	4	0
00-0000	Quantitative and memory	57.904536339		All occ	114492.33116	0	All occupations	5	0
00-0000	Quantitative and memory	50.992844843		All occ	89926.897955	1	All occupations	5	0
00-0000	Quantitative and memory	44.397876445		All occ	90014.401199	2	All occupations	5	0
00-0000	Quantitative and memory	38.726320889		All occ	55592.176607	3	All occupations	5	0
00-0000	Reaction time and speed	48.005961198		All occ	33353.721466	0	All occupations	1	0
00-0000	Reaction time and speed	38.793573786		All occ	22158.641048	1	All occupations	1	0
00-0000	Reaction time and speed	29.513588382		All occ	19897.991447	2	All occupations	1	0
00-0000	Reaction time and speed	22.068608347		All occ	19925.643912	3	All occupations	1	0
00-0000	Reaction time and speed	48.374418457		All occ	37854.500041	0	All occupations	2	0
00-0000	Reaction time and speed	38.751201054		All occ	31885.883982	1	All occupations	2	0
00-0000	Reaction time and speed	31.941895621		All occ	30431.20573	2	All occupations	2	0
00-0000	Reaction time and speed	14.744236953		All occ	25629.294302	3	All occupations	2	0
00-0000	Reaction time and speed	43.984281434		All occ	49150.906433	0	All occupations	3	0
00-0000	Reaction time and speed	33.994679259		All occ	44234.068388	1	All occupations	3	0
00-0000	Reaction time and speed	21.033425067		All occ	40062.052059	2	All occupations	3	0
00-0000	Reaction time and speed	6.3174091869		All occ	39268.697329	3	All occupations	3	0
00-0000	Reaction time and speed	24.266412778		All occ	75514.057536	0	All occupations	4	0
00-0000	Reaction time and speed	10.632417084		All occ	66150.156262	1	All occupations	4	0
00-0000	Reaction time and speed	4.0410598218		All occ	75295.608366	2	All occupations	4	0
00-0000	Reaction time and speed	0.9368590433		All occ	68976.276873	3	All occupations	4	0
00-0000	Reaction time and speed	20.113660627		All occ	82126.784648	0	All occupations	5	0
00-0000	Reaction time and speed	6.6899534267		All occ	88162.219915	1	All occupations	5	0
00-0000	Reaction time and speed	1.6982818441		All occ	89016.563099	2	All occupations	5	0
00-0000	Reaction time and speed	0		All occ	96162.403712	3	All occupations	5	0
00-0000	Verbal	53.989211583		All occ	20215.004864	0	All occupations	1	0
00-0000	Verbal	49.253570568		All occ	19649.159261	1	All occupations	1	0
00-0000	Verbal	45.218006543		All occ	19738.449375	2	All occupations	1	0
00-0000	Verbal	38.189453596		All occ	22779.733184	3	All occupations	1	0
00-0000	Verbal	60.015715342		All occ	30179.872862	0	All occupations	2	0
00-0000	Verbal	54.071784654		All occ	28967.482404	1	All occupations	2	0
00-0000	Verbal	49.348877807		All occ	31399.353334	2	All occupations	2	0
00-0000	Verbal	44.32698854		All occ	25823.153954	3	All occupations	2	0
00-0000	Verbal	66.879394275		All occ	48444.940922	0	All occupations	3	0
00-0000	Verbal	63.482754454		All occ	40593.824424	1	All occupations	3	0
00-0000	Verbal	58.931618502		All occ	38156.560699	2	All occupations	3	0
00-0000	Verbal	51.872533138		All occ	39224.65131	3	All occupations	3	0
00-0000	Verbal	71.611608681		All occ	76481.462889	0	All occupations	4	0
00-0000	Verbal	69.335253857		All occ	70471.899115	1	All occupations	4	0
00-0000	Verbal	67.213002458		All occ	72405.185147	2	All occupations	4	0
00-0000	Verbal	64.17155471		All occ	65390.519299	3	All occupations	4	0
00-0000	Verbal	78.245577303		All occ	104389.85348	0	All occupations	5	0
00-0000	Verbal	75.052183226		All occ	64194.321285	1	All occupations	5	0
00-0000	Verbal	72.819134745		All occ	95958.972183	2	All occupations	5	0
00-0000	Verbal	69.504963856		All occ	86253.614829	3	All occupations	5	0
00-0000	Visual	48.918634825		All occ	30673.526856	0	All occupations	1	0
00-0000	Visual	37.653966068		All occ	22743.29775	1	All occupations	1	0
00-0000	Visual	24.797126775		All occ	21130.395676	2	All occupations	1	0
00-0000	Visual	21.426511588		All occ	19313.274745	3	All occupations	1	0
00-0000	Visual	47.978540856		All occ	37412.471018	0	All occupations	2	0
00-0000	Visual	39.596264111		All occ	31065.839156	1	All occupations	2	0
00-0000	Visual	32.438142251		All occ	30791.129739	2	All occupations	2	0
00-0000	Visual	23.375287544		All occ	25943.443823	3	All occupations	2	0
00-0000	Visual	45.221244927		All occ	48904.780685	0	All occupations	3	0
00-0000	Visual	36.745541895		All occ	42209.256627	1	All occupations	3	0
00-0000	Visual	28.543440384		All occ	40195.884578	2	All occupations	3	0
00-0000	Visual	21.341840309		All occ	39566.922873	3	All occupations	3	0
00-0000	Visual	33.737881726		All occ	81490.22086	0	All occupations	4	0
00-0000	Visual	28.12410777		All occ	70119.316722	1	All occupations	4	0
00-0000	Visual	25.022326543		All occ	67058.023596	2	All occupations	4	0
00-0000	Visual	21.050498008		All occ	68836.723126	3	All occupations	4	0
00-0000	Visual	29.933463943		All occ	103787.76508	0	All occupations	5	0
00-0000	Visual	25.477193383		All occ	101494.69793	1	All occupations	5	0
00-0000	Visual	22.290868808		All occ	79442.466558	2	All occupations	5	0
00-0000	Visual	19.310831539		All occ	61935.238377	3	All occupations	5	0
11-0000	Auditory and speech	40.211477025	6936990	Management	98560	1	Management		2
11-0000	Control movement	15.681885535	6936990	Management	98560	2	Management		2
11-0000	Fine manipulative	25.998119389	6936990	Management	98560	3	Management		2
11-0000	Flexibility, balance, and coordination	8.7305282658	6936990	Management	98560	2	Management		2
11-0000	Idea generation and reasoning	61.503310251	6936990	Management	98560	0	Management		2
11-0000	Perceptual, spatial, and attentiveness	42.023256331	6936990	Management	98560	1	Management		2
11-0000	Physical strength and endurance	12.154284305	6936990	Management	98560	2	Management		2
11-0000	Quantitative and memory	49.991268877	6936990	Management	98560	0	Management		2
11-0000	Reaction time and speed	10.271247549	6936990	Management	98560	2	Management		2
11-0000	Verbal	69.206868486	6936990	Management	98560	0	Management		2
11-0000	Visual	27.93688404	6936990	Management	98560	2	Management		2
11-1011	Auditory and speech	40.637206228	238940	Management	175110	1	Chief Executives	5	1
11-1011	Control movement	13.286957039	238940	Management	175110	1	Chief Executives	5	1
11-1011	Fine manipulative	11.952286093	238940	Management	175110	2	Chief Executives	5	1
11-1011	Flexibility, balance, and coordination	0	238940	Management	175110	2	Chief Executives	5	1
11-1011	Idea generation and reasoning	68.253956965	238940	Management	175110	0	Chief Executives	5	1
11-1011	Perceptual, spatial, and attentiveness	43.713620658	238940	Management	175110	0	Chief Executives	5	1
11-1011	Physical strength and endurance	0.8944271929	238940	Management	175110	3	Chief Executives	5	1
11-1011	Quantitative and memory	52.852320704	238940	Management	175110	0	Chief Executives	5	1
11-1011	Reaction time and speed	2.9744034458	238940	Management	175110	1	Chief Executives	5	1
11-1011	Verbal	73.971007341	238940	Management	175110	2	Chief Executives	5	1
11-1011	Visual	24.709943824	238940	Management	175110	1	Chief Executives	5	1
11-1021	Auditory and speech	41.176248488	2145140	Management	97730	1	General and Operations Managers	4	1
11-1021	Control movement	23.878405508	2145140	Management	97730	1	General and Operations Managers	4	1
11-1021	Fine manipulative	24.491094119	2145140	Management	97730	2	General and Operations Managers	4	1
11-1021	Flexibility, balance, and coordination	14.063360183	2145140	Management	97730	1	General and Operations Managers	4	1
11-1021	Idea generation and reasoning	57.478390649	2145140	Management	97730	2	General and Operations Managers	4	1
11-1021	Perceptual, spatial, and attentiveness	39.85563613	2145140	Management	97730	2	General and Operations Managers	4	1
11-1021	Physical strength and endurance	26.658903305	2145140	Management	97730	0	General and Operations Managers	4	1
11-1021	Quantitative and memory	44.319015788	2145140	Management	97730	2	General and Operations Managers	4	1
11-1021	Reaction time and speed	21.497836881	2145140	Management	97730	0	General and Operations Managers	4	1
11-1021	Verbal	67.864012819	2145140	Management	97730	2	General and Operations Managers	4	1
11-1021	Visual	30.977007582	2145140	Management	97730	0	General and Operations Managers	4	1
11-2011	Auditory and speech	37.76520282	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Control movement	7.1352982698	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Fine manipulative	25.136603406	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Flexibility, balance, and coordination	0	29340	Management	95890	3	Advertising and Promotions Managers	4	1
11-2011	Idea generation and reasoning	64.248870445	29340	Management	95890	0	Advertising and Promotions Managers	4	1
11-2011	Perceptual, spatial, and attentiveness	40.528753466	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Physical strength and endurance	2.3299294754	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Quantitative and memory	48.866639607	29340	Management	95890	1	Advertising and Promotions Managers	4	1
11-2011	Reaction time and speed	3.8832157924	29340	Management	95890	2	Advertising and Promotions Managers	4	1
11-2011	Verbal	69.987144426	29340	Management	95890	1	Advertising and Promotions Managers	4	1
11-2011	Visual	28.58063126	29340	Management	95890	1	Advertising and Promotions Managers	4	1
11-2021	Auditory and speech	37.141630871	192890	Management	128750	2	Marketing Managers	4	1
11-2021	Control movement	0	192890	Management	128750	3	Marketing Managers	4	1
11-2021	Fine manipulative	10.398924433	192890	Management	128750	3	Marketing Managers	4	1
11-2021	Flexibility, balance, and coordination	0	192890	Management	128750	3	Marketing Managers	4	1
11-2021	Idea generation and reasoning	63.47049794	192890	Management	128750	0	Marketing Managers	4	1
11-2021	Perceptual, spatial, and attentiveness	41.655827676	192890	Management	128750	2	Marketing Managers	4	1
11-2021	Physical strength and endurance	6.0850577464	192890	Management	128750	2	Marketing Managers	4	1
11-2021	Quantitative and memory	53.350787473	192890	Management	128750	1	Marketing Managers	4	1
11-2021	Reaction time and speed	6.2105900432	192890	Management	128750	2	Marketing Managers	4	1
11-2021	Verbal	68.892760482	192890	Management	128750	1	Marketing Managers	4	1
11-2021	Visual	25.856649254	192890	Management	128750	2	Marketing Managers	4	1
11-2022	Auditory and speech	45.613238577	364750	Management	113860	0	Sales Managers	4	1
11-2022	Control movement	32.204892178	364750	Management	113860	0	Sales Managers	4	1
11-2022	Fine manipulative	32.589333507	364750	Management	113860	1	Sales Managers	4	1
11-2022	Flexibility, balance, and coordination	1.5491933245	364750	Management	113860	1	Sales Managers	4	1
11-2022	Idea generation and reasoning	61.964830901	364750	Management	113860	1	Sales Managers	4	1
11-2022	Perceptual, spatial, and attentiveness	42.750732755	364750	Management	113860	1	Sales Managers	4	1
11-2022	Physical strength and endurance	0	364750	Management	113860	3	Sales Managers	4	1
11-2022	Quantitative and memory	54.703820395	364750	Management	113860	0	Sales Managers	4	1
11-2022	Reaction time and speed	19.415399735	364750	Management	113860	1	Sales Managers	4	1
11-2022	Verbal	69.453388479	364750	Management	113860	1	Sales Managers	4	1
11-2022	Visual	39.881584732	364750	Management	113860	0	Sales Managers	4	1
11-2031	Auditory and speech	43.261370824	60380	Management	104140	0	Public Relations and Fundraising Managers	4	1
11-2031	Control movement	0	60380	Management	104140	3	Public Relations and Fundraising Managers	4	1
11-2031	Fine manipulative	14.420003428	60380	Management	104140	3	Public Relations and Fundraising Managers	4	1
11-2031	Flexibility, balance, and coordination	0	60380	Management	104140	3	Public Relations and Fundraising Managers	4	1
11-2031	Idea generation and reasoning	62.763108262	60380	Management	104140	1	Public Relations and Fundraising Managers	4	1
11-2031	Perceptual, spatial, and attentiveness	39.641828314	60380	Management	104140	2	Public Relations and Fundraising Managers	4	1
11-2031	Physical strength and endurance	3.4392690194	60380	Management	104140	2	Public Relations and Fundraising Managers	4	1
11-2031	Quantitative and memory	50.249933747	60380	Management	104140	1	Public Relations and Fundraising Managers	4	1
11-2031	Reaction time and speed	5.2117084413	60380	Management	104140	2	Public Relations and Fundraising Managers	4	1
11-2031	Verbal	74.108589552	60380	Management	104140	0	Public Relations and Fundraising Managers	4	1
11-2031	Visual	25.846123542	60380	Management	104140	2	Public Relations and Fundraising Managers	4	1
11-3011	Auditory and speech	35.651603449	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Control movement	7.6063883038	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Fine manipulative	34.400576581	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Flexibility, balance, and coordination	0	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Idea generation and reasoning	54.176626587	270080	Management	86110	1	Administrative Services Managers	3	1
11-3011	Perceptual, spatial, and attentiveness	38.169053072	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Physical strength and endurance	0	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Quantitative and memory	44.670596534	270080	Management	86110	1	Administrative Services Managers	3	1
11-3011	Reaction time and speed	0	270080	Management	86110	3	Administrative Services Managers	3	1
11-3011	Verbal	66.845910284	270080	Management	86110	0	Administrative Services Managers	3	1
11-3011	Visual	23.203353499	270080	Management	86110	3	Administrative Services Managers	3	1
11-3021	Auditory and speech	37.150075383	341250	Management	131600	2	Computer and Information Systems Managers	4	1
11-3021	Control movement	28.551277541	341250	Management	131600	0	Computer and Information Systems Managers	4	1
11-3021	Fine manipulative	42.647961906	341250	Management	131600	0	Computer and Information Systems Managers	4	1
11-3021	Flexibility, balance, and coordination	0	341250	Management	131600	3	Computer and Information Systems Managers	4	1
11-3021	Idea generation and reasoning	62.016690104	341250	Management	131600	1	Computer and Information Systems Managers	4	1
11-3021	Perceptual, spatial, and attentiveness	42.299940872	341250	Management	131600	1	Computer and Information Systems Managers	4	1
11-3021	Physical strength and endurance	1.7888543858	341250	Management	131600	3	Computer and Information Systems Managers	4	1
11-3021	Quantitative and memory	47.534466203	341250	Management	131600	2	Computer and Information Systems Managers	4	1
11-3021	Reaction time and speed	15.341666319	341250	Management	131600	1	Computer and Information Systems Managers	4	1
11-3021	Verbal	70.488848351	341250	Management	131600	0	Computer and Information Systems Managers	4	1
11-3021	Visual	26.35528438	341250	Management	131600	2	Computer and Information Systems Managers	4	1
11-3031	Auditory and speech	36.243971133	531120	Management	117990	3	Financial Managers	5	1
11-3031	Control movement	1.5300560091	531120	Management	117990	2	Financial Managers	5	1
11-3031	Fine manipulative	15.888756352	531120	Management	117990	2	Financial Managers	5	1
11-3031	Flexibility, balance, and coordination	0	531120	Management	117990	2	Financial Managers	5	1
11-3031	Idea generation and reasoning	63.675579574	531120	Management	117990	1	Financial Managers	5	1
11-3031	Perceptual, spatial, and attentiveness	40.05099155	531120	Management	117990	2	Financial Managers	5	1
11-3031	Physical strength and endurance	1.1649647377	531120	Management	117990	3	Financial Managers	5	1
11-3031	Quantitative and memory	59.876721567	531120	Management	117990	0	Financial Managers	5	1
11-3031	Reaction time and speed	0	531120	Management	117990	3	Financial Managers	5	1
11-3031	Verbal	69.916915815	531120	Management	117990	3	Financial Managers	5	1
11-3031	Visual	22.149577714	531120	Management	117990	2	Financial Managers	5	1
11-3051	Auditory and speech	43.347628674	169390	Management	93940	0	Industrial Production Managers	4	1
